# tier-2 gate partition table -- #868
# GENERATED by scripts/gate_partition_build.py from measured logs.
# Do not hand-edit a verdict: the runner re-checks each module's sha256
# and demotes any module whose bytes no longer match its proof.
# commit      3308d64b2b
# gate path   test/registered/unit/distributed
# serial ref  /spinning/gpu-arb/devtools/.gate940/serial-distributed.log
#             {'failed': 95, 'passed': 3049, 'skipped': 12, 'warning': 35} wall=410.75s
# solo dir    /spinning/gpu-arb/devtools/.gate1034/solo-distributed
# hermetic    every run behind this table used CUDA_VISIBLE_DEVICES=""
#
# verdicts
#   PARALLEL  solo failure set == serial failure set -> wide lane
#   RANKS     same proof, but the module spawns real ranks -> narrow lane,
#             bounded workers so no rank is starved past its timeout
#   SERIAL    proof failed -> one process, one order (reason below)
#   EXCLUDED  cannot run at the desk at all (needs a card) -> neither track,
#             reported on every run so the gate is never read wider than it is
# totals      {'PARALLEL': 127, 'RANKS': 40, 'SERIAL': 1, 'EXCLUDED': 0}
#
#module	verdict	reason	sha256	ref_failures
test/registered/unit/distributed/test_corridor_token_vector_collective.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	ed2d5ee9aaebf215	test/registered/unit/distributed/test_corridor_token_vector_collective.py::TestCorridorCollective::test_capacity_mode_is_unchanged_by_the_corridor_code,test/registered/unit/distributed/test_corridor_token_vector_collective.py::TestCorridorCollective::test_corridor_shrinks_the_pool_when_the_floor_binds,test/registered/unit/distributed/test_corridor_token_vector_collective.py::TestCorridorCollective::test_every_rank_installs_the_identical_vector,test/registered/unit/distributed/test_corridor_token_vector_collective.py::TestCorridorCollective::test_the_floor_is_respected_by_the_installed_vector,test/registered/unit/distributed/test_corridor_token_vector_collective.py::TestSolverAgreesWithTheInstall::test_installed_vector_is_the_solver_output
test/registered/unit/distributed/test_custom_parallel_group_object_exchange_426.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	4b573d79d804f60a	
test/registered/unit/distributed/test_dcp_context_ceiling.py	PARALLEL	solo_equals_serial	c4ec0cf22f953ea4	test/registered/unit/distributed/test_dcp_context_ceiling.py::TestReclaimedWindowIsAddressable::test_the_fix_allocates_nothing_new
test/registered/unit/distributed/test_dcp_group_guard_631.py	PARALLEL	solo_equals_serial	57c4e15c3704d765	
test/registered/unit/distributed/test_dcp_lse_log_base_426.py	PARALLEL	solo_equals_serial	662abb0894c80f3f	
test/registered/unit/distributed/test_dcp_pad_positions_472.py	PARALLEL	solo_equals_serial	13dfd53ea7302ce5	
test/registered/unit/distributed/test_dcp_token_vector_collective.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	f29fcbc15c046d68	test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestCapacityInstall::test_capacity_installs_measured_vector,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestCapacityInstall::test_capacity_keeps_estimate_when_not_strictly_better,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestCapacityInstall::test_draft_worker_never_installs,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestDraftSoloCapacityInstall::test_non_solo_install_is_unchanged,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestDraftSoloCapacityInstall::test_solo_beats_the_vector_unaware_optimum,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestDraftSoloCapacityInstall::test_solo_install_raises_the_pool,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestDraftSoloCapacityInstall::test_solo_installs_a_measured_vector,test/registered/unit/distributed/test_dcp_token_vector_collective.py::TestDraftSoloCapacityInstall::test_solo_shrinks_the_hosts_share
test/registered/unit/distributed/test_dcp_weighted_index_math.py	PARALLEL	solo_equals_serial	bbcb0d7322240cd4	
test/registered/unit/distributed/test_dcp_weighted_owner_rule.py	PARALLEL	solo_equals_serial	0acc6ceed07da040	
test/registered/unit/distributed/test_decoupled_kv_group_b1.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	def716b97dbd857b	
test/registered/unit/distributed/test_deepseek_mlp_uneven_tp_units.py	PARALLEL	solo_equals_serial	c6d2aa7a5b65ae57	
test/registered/unit/distributed/test_deepseek_v4_uneven_tp_units.py	PARALLEL	solo_equals_serial	af712d377f66a18e	
test/registered/unit/distributed/test_dflash_uneven_tp_heads.py	PARALLEL	solo_equals_serial	9bfaa14d6fe1aa8a	
test/registered/unit/distributed/test_draft_extend_dcp_split.py	PARALLEL	solo_equals_serial	a9bae1086a7a80b6	
test/registered/unit/distributed/test_draft_extend_prefix_contract.py	PARALLEL	solo_equals_serial	2ad3c7a229e48db1	
test/registered/unit/distributed/test_dual_group_concurrency.py	PARALLEL	solo_equals_serial	cce957905bd82f8b	
test/registered/unit/distributed/test_dual_group_fp8_loader.py	PARALLEL	solo_equals_serial	aa77bd5fc386cc13	
test/registered/unit/distributed/test_dual_group_lane.py	PARALLEL	solo_equals_serial	963bdc0e7e9b19b3	
test/registered/unit/distributed/test_dual_group_nesting.py	PARALLEL	solo_equals_serial	e80dab9281fa8bdb	
test/registered/unit/distributed/test_flashinfer_dcp_no_op_guard.py	PARALLEL	solo_equals_serial	22b3583ccecd378e	
test/registered/unit/distributed/test_flashinfer_layer_frame.py	PARALLEL	solo_equals_serial	53f562a32a46e560	
test/registered/unit/distributed/test_get_default_distributed_backend.py	PARALLEL	solo_equals_serial	02866f30f6258afa	
test/registered/unit/distributed/test_gpu_battery_checks.py	RANKS	solo_equals_serial;spawns_real_ranks:init_process_group,multiprocessing,torch.distributed	bc40b3f51cca1657	
test/registered/unit/distributed/test_gpu_battery_checks_bar1.py	PARALLEL	solo_equals_serial	1c2100c8f7b68c1e	
test/registered/unit/distributed/test_hicache_hybrid_gdn.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	91d17c70e64724c9	
test/registered/unit/distributed/test_jit_cold_build_window.py	PARALLEL	solo_equals_serial	df76e9617c8cddc5	
test/registered/unit/distributed/test_kv_ratio_supersession_897.py	PARALLEL	solo_equals_serial	00490c3ff1b83921	
test/registered/unit/distributed/test_lane_chunking_harness.py	PARALLEL	solo_equals_serial	e7cedc28f6f458d0	
test/registered/unit/distributed/test_lane_hidden_view_399.py	PARALLEL	solo_equals_serial	b82fcc4137b455a8	
test/registered/unit/distributed/test_lane_pairing.py	PARALLEL	solo_equals_serial	2f8ea28561faa788	
test/registered/unit/distributed/test_lane_pool_checksum_404.py	PARALLEL	solo_equals_serial	8afddc8ed425a1a3	
test/registered/unit/distributed/test_lane_pool_checksum_harness_404.py	PARALLEL	solo_equals_serial	bdcdda5d51a3a0ff	
test/registered/unit/distributed/test_lane_prefill_chunking.py	PARALLEL	solo_equals_serial	1f70907d9306ab25	
test/registered/unit/distributed/test_lane_proposal_perturb_404.py	PARALLEL	solo_equals_serial	bd69ac7a9b93374f	
test/registered/unit/distributed/test_lane_share.py	PARALLEL	solo_equals_serial	8029863f7c46d3f0	
test/registered/unit/distributed/test_lane_share_axes_driver.py	PARALLEL	solo_equals_serial	8a13d618232c43cd	
test/registered/unit/distributed/test_lane_share_carrier.py	PARALLEL	solo_equals_serial	0bc77c15124f6bbf	
test/registered/unit/distributed/test_lane_spec_graded_gate.py	PARALLEL	solo_equals_serial	fe13a12379b66ae9	
test/registered/unit/distributed/test_lane_spec_window.py	PARALLEL	solo_equals_serial	22fe413e663934e3	
test/registered/unit/distributed/test_llama_mlp_uneven_tp_units.py	PARALLEL	solo_equals_serial	0747ea664da8de37	
test/registered/unit/distributed/test_lockstep_sentinel_622.py	RANKS	solo_equals_serial;spawns_real_ranks:init_process_group,multiprocessing,torch.distributed	de5c644aea94b6cf	
test/registered/unit/distributed/test_lockstep_sentinel_stop_673.py	PARALLEL	solo_equals_serial	a824c3c9a4d15186	
test/registered/unit/distributed/test_marlin_unit_coarsening.py	PARALLEL	solo_equals_serial	de91e25764c6fc45	
test/registered/unit/distributed/test_moe_expert_activation_vec_units.py	PARALLEL	solo_equals_serial	46a06c67a19abd35	
test/registered/unit/distributed/test_no_german_in_user_facing_strings.py	PARALLEL	solo_equals_serial	0167a05846bd9708	test/registered/unit/distributed/test_no_german_in_user_facing_strings.py::TestNoGermanInCommentsOrDocstrings::test_the_srt_tree_prose_is_clean
test/registered/unit/distributed/test_owned_layer_iteration.py	PARALLEL	solo_equals_serial	b881db808ea475c6	
test/registered/unit/distributed/test_p2p_readiness_scripts.py	PARALLEL	solo_equals_serial	b08871215189e01a	
test/registered/unit/distributed/test_pairing_ab_driver.py	PARALLEL	solo_equals_serial	0348df886122cd4b	
test/registered/unit/distributed/test_parallel_state.py	RANKS	solo_equals_serial;spawns_real_ranks:torch.distributed	6fe63afc4cc316ab	
test/registered/unit/distributed/test_pd_descriptor_refusal.py	PARALLEL	solo_equals_serial	a89400afafa54898	
test/registered/unit/distributed/test_phase_flip_groups.py	RANKS	solo_equals_serial;spawns_real_ranks:multiprocessing,torch.distributed	8434ca9ec4928473	
test/registered/unit/distributed/test_pipe_on_group_uniform_728.py	PARALLEL	solo_equals_serial	923d6513c1f725ef	
test/registered/unit/distributed/test_pp_crossing_schedule.py	PARALLEL	solo_equals_serial	8b995cb87ae17c17	
test/registered/unit/distributed/test_pp_crossing_transport.py	PARALLEL	solo_equals_serial	89554d64aa11c345	
test/registered/unit/distributed/test_pp_crossing_wire_753.py	PARALLEL	solo_equals_serial	911d2c25aacf5889	test/registered/unit/distributed/test_pp_crossing_wire_753.py::TestThePpGroupLink::test_it_delegates_to_the_group_tensor_dict_path
